Дата,Цена машиноместа,Количество машиномест,Купит\некупит,Уникальный идентификатор покупки,Скидка,Налог,Стоимость дополнительных услуг,Общая стоимость,Итоговая сумма,Сумма платежа,Комиссия,Итоговая сумма с комиссией,Дополнительные расходы,Сумма дополнительных расходов
16,393,0,0,4397,1.0,1.0,3.0,4365138.59,1465046.19666667,11.0,11.0,11.0,192483.0,192483.0
18,397,0,0,4414,1.0,1.0,3.0,4291952.94,1437317.64666667,11.0,6.0,7.666666666666667,194090.0,185589.0
9,399,0,0,4426,1.0,1.0,2.0,4473911.79,2241955.895,10.0,10.0,10.0,149700.0,149700.0
22,399,0,0,4426,1.0,1.0,2.0,4473911.79,2241955.895,10.0,10.0,10.0,149700.0,149700.0
9,401,0,0,4449,1.0,1.0,2.0,3926312.94,1968406.47,16.0,16.0,16.0,168335.0,168335.0
16,402,0,0,4452,1.0,1.0,3.0,6230329.51,2086443.17,2.0,2.0,2.0,159753.0,159753.0
23,405,0,0,4500,7.0,7.0,13.0,7550243.04,2130344.22076923,8.0,2.0,3.8461538461538463,311321.0,142699.0
0,406,0,0,4518,1.0,1.0,2.0,4502899.57,2256699.785,7.0,7.0,7.0,157700.0,157700.0
14,407,0,0,4519,1.0,1.0,3.0,14463272.18,4840090.72666667,17.0,17.0,17.0,247720.0,247720.0
23,407,0,0,4519,1.0,1.0,3.0,14463272.18,4840090.72666667,17.0,17.0,17.0,247720.0,247720.0
16,408,0,0,4546,2.0,2.0,3.0,15410014.26,5146338.08666667,16.0,16.0,16.0,218707.0,218707.0
23,409,0,0,4565,1.0,1.0,5.0,10039299.88,4037119.952,4.0,4.0,4.0,379258.0,379258.0
12,412,0,0,4593,1.0,1.0,2.0,4574207.73,2292103.865,6.0,6.0,6.0,165150.0,165150.0
12,414,0,0,4621,1.0,1.0,4.0,4256927.26,1073981.815,13.0,6.0,7.75,207904.0,176295.0
23,415,1,0,4626,2.0,2.0,3.0,13143625.64,4394541.88,8.0,8.0,8.0,251137.0,251137.0
13,416,0,0,4629,8.0,8.0,3.0,5306107.4,1781035.8,22.0,22.0,22.0,171057.0,171057.0
12,417,0,0,4634,1.0,1.0,3.0,7182585.0,4797390.0,2.0,2.0,2.0,114500.0,114500.0
22,419,0,0,4657,1.0,1.0,3.0,10086256.67,3372085.55666667,10.0,10.0,10.0,234345.0,234345.0
20,420,1,0,4660,2.0,2.0,3.0,9118433.83,3049477.94333333,14.0,14.0,14.0,274694.0,274694.0
15,421,0,0,4670,3.0,3.0,3.0,6776471.33,2271157.11,26.0,26.0,26.0,202082.0,202082.0
21,422,0,0,4682,1.0,1.0,3.0,5764697.72,1931232.57333333,10.0,10.0,10.0,155744.0,155744.0
23,423,0,0,4711,2.0,2.0,6.0,22842933.41,3816655.56833333,18.0,18.0,18.0,335145.0,335145.0
23,426,0,0,4736,1.0,1.0,3.0,4420840.07,1483280.02333333,23.0,23.0,23.0,199324.0,199324.0
20,427,0,0,4745,1.0,1.0,3.0,9350265.96,3130088.65333333,20.0,20.0,20.0,246146.0,246146.0
18,428,0,0,4752,1.0,1.0,6.0,10100729.09,3307565.325,9.0,9.0,9.0,297885.0,294112.0
16,429,0,0,4768,1.0,1.0,3.0,7656932.41,2564644.13666667,11.0,11.0,11.0,222120.0,222120.0
24,430,0,0,4778,1.0,1.0,3.0,6033824.55,2021274.85,8.0,8.0,8.0,188834.0,188834.0
18,431,0,0,4784,2.0,2.0,3.0,9047900.94,3028300.31333333,25.0,25.0,25.0,174068.0,174068.0
0,434,0,0,4816,1.0,1.0,2.0,3725794.23,1868147.115,10.0,10.0,10.0,162100.0,162100.0
5,434,0,0,4816,1.0,1.0,2.0,3725794.23,1868147.115,10.0,10.0,10.0,162100.0,162100.0
15,436,0,0,72,1.0,1.0,2.0,5361995.43,2685997.715,10.0,10.0,10.0,148941.0,148941.0
17,437,0,0,130,1.0,1.0,3.0,10258158.18,3431719.39333333,14.0,14.0,14.0,178070.0,178070.0
24,439,0,0,190,1.0,1.0,7.0,6335999.01,938983.52428571,27.0,21.0,21.857142857142858,185825.0,89152.0
22,442,0,0,211,3.0,3.0,8.0,16068049.52,2998061.21,13.0,4.0,10.375,349609.0,280668.0
20,444,0,0,259,2.0,2.0,3.0,13046830.65,4361276.88333333,12.0,12.0,12.0,179416.0,179416.0
8,445,0,0,276,1.0,1.0,3.0,3585765.0,2402843.33333333,26.0,26.0,26.0,86300.0,86300.0
14,446,0,0,290,3.0,3.0,3.0,5490589.53,1839863.17666667,7.0,7.0,7.0,155679.0,155679.0
22,448,0,1,293,1.0,1.0,3.0,4158171.77,1396057.25666667,11.0,11.0,11.0,195902.0,195902.0
13,449,1,0,310,1.0,1.0,6.0,12258531.3,4088979.62166667,5.0,5.0,5.0,349106.0,330985.0
14,450,0,0,315,3.0,3.0,3.0,10626447.72,3554482.57333333,12.0,12.0,12.0,172814.0,172814.0
11,452,0,0,338,1.0,1.0,12.0,22796383.94,2511328.59166667,16.0,-2.0,10.0,296331.0,117524.0
17,453,0,0,347,1.0,1.0,2.0,4828280.33,2419140.165,11.0,11.0,11.0,147507.0,147507.0
18,456,0,0,384,1.0,1.0,2.0,5359462.86,2684981.43,15.0,15.0,15.0,160499.0,160499.0
24,457,0,1,391,1.0,1.0,3.0,11002199.9,3680733.3,10.0,10.0,10.0,268696.0,268696.0
19,459,0,0,402,2.0,2.0,3.0,8727007.33,2921335.77666667,26.0,26.0,26.0,212234.0,212234.0
20,460,0,0,408,3.0,3.0,3.0,5530099.86,1853366.62,8.0,8.0,8.0,170881.0,170881.0
13,461,0,0,424,2.0,2.0,2.0,5143203.56,2576601.78,8.0,8.0,8.0,146005.0,146005.0
15,463,0,0,427,1.0,1.0,2.0,8043678.6,4027089.3,8.0,8.0,8.0,157409.0,157409.0
19,35,0,0,449,1.0,1.0,2.0,4409879.07,2209939.535,11.0,11.0,11.0,148369.0,148369.0
22,464,0,1,452,1.0,1.0,6.0,13471633.56,4369637.24833333,22.0,18.0,20.0,251789.0,216664.0
1,36,0,0,453,1.0,1.0,3.0,2052028.5,1371352.33333333,2.0,2.0,2.0,105000.0,105000.0
7,466,0,0,476,1.0,1.0,1.0,10000.0,10000.0,5.0,5.0,5.0,168144.0,168144.0
23,467,0,0,488,4.0,4.0,4.0,9997283.24,2511820.81,22.0,19.0,19.75,245636.0,233521.0
21,468,0,0,494,1.0,1.0,3.0,3789709.94,1273236.64666667,6.0,6.0,6.0,178877.0,178877.0
16,469,0,0,498,1.0,1.0,3.0,4180912.88,1403304.29333333,8.0,8.0,8.0,170130.0,170130.0
23,470,0,1,502,2.0,2.0,3.0,4691851.42,1573950.47333333,2.0,2.0,2.0,173651.0,173651.0
21,471,0,1,507,1.0,1.0,3.0,7237736.8,2422578.93333333,6.0,6.0,6.0,256015.0,256015.0
15,472,0,0,524,2.0,2.0,3.0,7539887.61,2526629.20333333,14.0,14.0,14.0,254126.0,254126.0
12,42,0,0,531,2.0,2.0,2.0,3387281.76,1712140.88,24.0,24.0,24.0,87600.0,87600.0
3,473,1,0,532,1.0,1.0,3.0,9090557.45,3042519.15,29.0,29.0,29.0,132286.0,132286.0
14,474,1,0,539,1.0,1.0,2.0,20000.0,15000.0,7.0,7.0,7.0,157857.0,157857.0
8,475,1,0,548,1.0,1.0,2.0,6346168.34,3178084.17,3.0,3.0,3.0,126819.0,126819.0
15,476,0,0,552,1.0,1.0,4.0,7535154.49,1895538.6225,16.0,9.0,14.25,167332.0,162875.0
23,478,0,0,565,2.0,2.0,3.0,15335909.2,5125303.06666667,4.0,4.0,4.0,234991.0,234991.0
16,481,0,0,583,1.0,1.0,3.0,11361306.35,3806102.11666667,7.0,7.0,7.0,235276.0,235276.0
9,483,0,0,602,1.0,1.0,7.0,8292116.16,2457746.53428571,19.0,11.0,15.571428571428571,321105.0,169553.0
18,483,0,0,602,4.0,4.0,7.0,8292116.16,2457746.53428571,19.0,11.0,15.571428571428571,321105.0,169553.0
14,486,0,0,624,3.0,3.0,6.0,8605440.55,1500647.38666667,29.0,1.0,15.0,171857.0,88847.0
15,487,0,0,627,2.0,2.0,3.0,9136564.32,3055188.10666667,2.0,2.0,2.0,137225.0,137225.0
20,489,0,0,633,2.0,2.0,3.0,7391862.48,2476287.49333333,13.0,13.0,13.0,249254.0,249254.0
15,490,0,0,635,1.0,1.0,3.0,6690542.56,2242514.18666667,1.0,1.0,1.0,167975.0,167975.0
19,490,0,0,635,1.0,1.0,3.0,6690542.56,2242514.18666667,1.0,1.0,1.0,167975.0,167975.0
11,491,0,0,660,1.0,1.0,2.0,4562881.88,2286690.94,10.0,10.0,10.0,164996.0,164996.0
15,496,0,0,706,1.0,1.0,3.0,8291343.66,2777114.55333333,6.0,6.0,6.0,236986.0,236986.0
0,497,0,0,718,1.0,1.0,2.0,3740071.82,1875285.91,7.0,7.0,7.0,161321.0,161321.0
17,497,0,0,718,1.0,1.0,2.0,3740071.82,1875285.91,7.0,7.0,7.0,161321.0,161321.0
5,498,0,0,738,1.0,1.0,3.0,3657484.71,2447323.14,22.0,22.0,22.0,199405.0,199405.0
19,501,0,0,760,7.0,7.0,3.0,14854423.2,4970474.4,19.0,19.0,19.0,254406.0,254406.0
21,501,0,0,760,7.0,7.0,3.0,14854423.2,4970474.4,19.0,19.0,19.0,254406.0,254406.0
22,67,0,1,825,1.0,1.0,3.0,9291831.18,3109610.39333333,12.0,12.0,12.0,173741.0,173741.0
9,502,0,0,842,1.0,1.0,3.0,7895999.74,2644333.24666667,13.0,13.0,13.0,160397.0,160397.0
6,503,0,0,852,1.0,1.0,2.0,4632485.87,2321492.935,3.0,3.0,3.0,175596.0,175596.0
8,503,0,0,852,1.0,1.0,2.0,4632485.87,2321492.935,3.0,3.0,3.0,175596.0,175596.0
3,505,0,0,862,1.0,1.0,3.0,5971382.63,3984421.75333333,4.0,4.0,4.0,161295.0,161295.0
0,506,0,0,863,1.0,1.0,2.0,7795774.19,3902887.095,3.0,3.0,3.0,161343.0,161343.0
22,508,0,0,900,1.0,1.0,2.0,7991892.59,4000946.295,11.0,11.0,11.0,140510.0,140510.0
19,510,0,0,919,1.0,1.0,4.0,3527271.2,891817.8,8.0,1.0,2.75,189919.0,188188.0
24,511,0,0,929,1.0,1.0,3.0,12772411.21,4270803.73666667,16.0,16.0,16.0,165999.0,165999.0
19,512,0,0,947,1.0,1.0,3.0,6546489.51,2191829.83666667,11.0,11.0,11.0,162474.0,162474.0
24,514,0,0,991,2.0,2.0,2.0,5808851.65,2909425.825,19.0,19.0,19.0,164478.0,164478.0
22,515,0,1,992,1.0,1.0,4.0,8358951.94,2104737.985,4.0,3.0,3.75,299427.0,294846.0
23,516,0,0,1026,1.0,1.0,3.0,6495090.6,2177363.53333333,4.0,4.0,4.0,223332.0,223332.0
12,519,0,0,1059,2.0,2.0,2.0,7345384.1,3677692.05,11.0,11.0,11.0,156298.0,156298.0
14,521,0,0,1068,1.0,1.0,3.0,16709399.54,5595466.51333333,15.0,15.0,15.0,292334.0,292334.0
13,523,0,0,1075,1.0,1.0,6.0,7311701.29,1250159.85333333,26.0,26.0,26.0,153567.0,89780.0
18,524,0,0,1076,1.0,1.0,4.0,5934604.29,2992302.145,9.0,8.0,8.25,115493.0,111238.0
7,525,0,0,1104,1.0,1.0,3.0,5523605.53,3685737.02,6.0,6.0,6.0,106744.0,106744.0
19,526,0,0,1114,1.0,1.0,2.0,7806550.57,3908275.285,6.0,6.0,6.0,149685.0,149685.0
23,527,0,0,1137,1.0,1.0,3.0,6698476.05,2245158.68333333,17.0,17.0,17.0,195218.0,195218.0
24,530,1,0,1187,1.0,1.0,4.0,10645335.16,2675583.79,6.0,6.0,6.0,234721.0,234721.0
24,532,0,0,1209,2.0,2.0,6.0,7036401.19,2334792.24166667,14.0,6.0,10.0,268080.0,263377.0
23,113,0,0,1289,1.0,1.0,2.0,10122959.0,5074979.5,31.0,31.0,31.0,131467.0,131467.0
17,535,0,0,1324,1.0,1.0,3.0,6571890.13,2200630.04333333,10.0,10.0,10.0,173071.0,173071.0
24,536,0,0,1349,1.0,1.0,2.0,6165371.67,3087685.835,6.0,6.0,6.0,156497.0,156497.0
7,540,0,0,1386,1.0,1.0,3.0,3585452.0,2393801.33333333,5.0,5.0,5.0,102500.0,102500.0
23,541,0,0,1403,1.0,1.0,2.0,3797812.15,1904156.075,7.0,7.0,7.0,160100.0,160100.0
21,542,0,0,1407,1.0,1.0,3.0,6763795.1,2267931.7,15.0,15.0,15.0,266895.0,266895.0
24,544,0,0,1417,1.0,1.0,2.0,5800769.0,2905384.5,11.0,11.0,11.0,156990.0,156990.0
21,546,0,0,1442,1.0,1.0,3.0,7596954.72,2545651.57333333,11.0,11.0,11.0,253809.0,253809.0
21,128,0,0,1461,1.0,1.0,6.0,7033755.3,2090158.62833333,22.0,12.0,17.0,229088.0,211904.0
24,550,0,0,1496,1.0,1.0,3.0,4400494.0,1476831.33333333,9.0,9.0,9.0,200477.0,200477.0
14,134,0,0,1531,1.0,1.0,3.0,4072376.52,1367125.50666667,9.0,9.0,9.0,179201.0,179201.0
22,551,0,1,1558,2.0,2.0,3.0,8701594.33,2913864.77666667,17.0,17.0,17.0,253933.0,253933.0
18,552,0,0,1606,1.0,1.0,2.0,5996920.85,3003460.425,7.0,7.0,7.0,148221.0,148221.0
20,553,0,0,1607,3.0,3.0,6.0,7167374.86,1262877.40166667,16.0,16.0,16.0,137710.0,104715.0
24,555,0,0,1619,3.0,3.0,3.0,12689138.98,4243046.32666667,8.0,8.0,8.0,204778.0,204778.0
21,557,0,0,1652,1.0,1.0,2.0,4160494.12,2085247.06,23.0,23.0,23.0,191892.0,191892.0
7,558,0,0,1660,1.0,1.0,6.0,8556472.93,2854885.62833333,19.0,16.0,17.5,161233.0,160531.0
2,559,0,0,1690,1.0,1.0,3.0,6544042.96,2193680.98666667,29.0,29.0,29.0,174807.0,174807.0
8,560,0,0,1692,1.0,1.0,3.0,6268453.41,2101817.80333333,9.0,9.0,9.0,187482.0,187482.0
24,562,0,0,1704,3.0,3.0,5.0,4884834.29,986966.858,7.0,1.0,2.4,221473.0,155450.0
14,565,0,0,1745,2.0,2.0,3.0,4379697.69,1469565.89666667,6.0,6.0,6.0,164709.0,164709.0
22,565,0,0,1745,2.0,2.0,3.0,4379697.69,1469565.89666667,6.0,6.0,6.0,164709.0,164709.0
9,566,0,0,1753,1.0,1.0,2.0,5656234.56,2833367.28,7.0,7.0,7.0,157100.0,157100.0
23,157,0,0,1780,13.0,13.0,31.0,20509695.65,1684721.19580645,28.0,-3.0,4.096774193548387,2351988.0,131217.0
17,568,0,0,1785,2.0,2.0,6.0,29661403.14,4953067.19,19.0,19.0,19.0,353136.0,353136.0
24,568,1,0,1785,2.0,2.0,6.0,29661403.14,4953067.19,19.0,19.0,19.0,353136.0,353136.0
16,570,0,0,1814,3.0,3.0,3.0,7477387.46,2504795.82,10.0,10.0,10.0,167002.0,167002.0
23,571,0,0,1820,3.0,3.0,6.0,9488600.71,2713779.45166667,23.0,22.0,22.5,249791.0,221164.0
22,572,0,1,1821,2.0,2.0,3.0,11008206.85,3682735.61666667,14.0,14.0,14.0,222168.0,222168.0
20,573,0,0,1829,1.0,1.0,2.0,6282367.05,3146183.525,6.0,6.0,6.0,143670.0,143670.0
24,162,0,0,1833,1.0,1.0,2.0,7265215.49,3646107.745,32.0,32.0,32.0,171067.0,171067.0
19,578,0,0,1876,3.0,3.0,2.0,8625008.42,4337504.21,7.0,7.0,7.0,149132.0,149132.0
23,579,0,0,1910,2.0,2.0,9.0,6835114.58,2281201.83666667,14.0,13.0,13.666666666666666,189572.0,186550.0
24,580,0,0,1919,1.0,1.0,3.0,6639497.66,2225499.22,7.0,7.0,7.0,251202.0,251202.0
12,582,0,0,1930,1.0,1.0,3.0,2551064.02,1704042.68,5.0,5.0,5.0,100000.0,100000.0
23,584,1,0,1951,3.0,3.0,4.0,14634146.08,3671036.52,13.0,4.0,6.25,212071.0,208092.0
18,585,0,0,1954,2.0,2.0,3.0,5225870.22,1751623.40666667,2.0,2.0,2.0,157474.0,157474.0
20,586,0,0,1986,1.0,1.0,4.0,5914212.67,2742771.0325,16.0,16.0,16.0,179099.0,159307.0
15,588,0,0,2008,1.0,1.0,2.0,5703231.03,2856615.515,6.0,6.0,6.0,142953.0,142953.0
16,591,0,0,2024,1.0,1.0,2.0,5100927.79,2555463.895,6.0,6.0,6.0,146429.0,146429.0
11,592,0,0,2035,1.0,1.0,3.0,8298101.29,2778367.09666667,25.0,25.0,25.0,173508.0,173508.0
22,594,0,0,2046,1.0,1.0,2.0,4329728.83,2169864.415,22.0,22.0,22.0,191060.0,191060.0
5,595,0,0,2050,1.0,1.0,2.0,7378648.36,3694324.18,8.0,8.0,8.0,136514.0,136514.0
19,596,0,0,2057,2.0,2.0,3.0,8743041.67,2926680.55666667,7.0,7.0,7.0,224318.0,224318.0
22,597,0,0,2067,1.0,1.0,2.0,4850567.68,2430283.84,11.0,11.0,11.0,125434.0,125434.0
23,598,0,0,2068,2.0,2.0,3.0,11436685.52,3825561.84,29.0,29.0,29.0,210656.0,210656.0
16,600,0,0,2115,2.0,2.0,6.0,8962300.95,2887178.69166667,26.0,22.0,24.0,228193.0,197385.0
23,601,0,0,2118,2.0,2.0,3.0,5597610.43,3735073.62,6.0,6.0,6.0,111280.0,111280.0
17,604,0,0,2151,1.0,1.0,2.0,8711447.42,4360723.71,9.0,9.0,9.0,162762.0,162762.0
17,607,1,0,2166,1.0,1.0,4.0,14523004.53,3642501.1325,22.0,-1.0,16.25,2143555.0,172928.0
23,611,0,0,2198,2.0,2.0,3.0,7349543.64,2463181.21333333,24.0,24.0,24.0,252262.0,252262.0
22,612,0,0,2199,1.0,1.0,3.0,5528108.74,1852369.58,11.0,11.0,11.0,166369.0,166369.0
18,613,0,0,2202,1.0,1.0,3.0,8362690.25,2797230.08333333,15.0,15.0,15.0,154243.0,154243.0
3,615,0,0,2227,1.0,1.0,3.0,6009876.69,2015625.56333333,2.0,2.0,2.0,124185.0,124185.0
21,616,0,0,2232,1.0,1.0,3.0,11169946.8,3736648.93333333,23.0,23.0,23.0,268220.0,268220.0
17,619,0,0,2288,1.0,1.0,3.0,7746901.86,2594633.95333333,22.0,22.0,22.0,214606.0,214606.0
8,620,0,0,2289,1.0,1.0,2.0,6287341.67,3148670.835,5.0,5.0,5.0,210824.0,210824.0
17,621,0,0,2292,1.0,1.0,3.0,9484001.51,3173667.17,19.0,19.0,19.0,161375.0,161375.0
24,622,0,0,2301,1.0,1.0,2.0,6196020.6,3103010.3,8.0,8.0,8.0,182790.0,182790.0
18,623,0,0,2311,1.0,1.0,6.0,4667695.12,1565898.37333333,10.0,10.0,10.0,179704.0,179704.0
22,625,0,0,2321,2.0,2.0,3.0,5419078.2,1809692.73333333,19.0,19.0,19.0,160966.0,160966.0
9,626,0,0,2338,1.0,1.0,3.0,7250604.66,2429201.55333333,9.0,9.0,9.0,197212.0,197212.0
18,629,0,0,2434,2.0,2.0,6.0,8541115.06,2847168.125,21.0,20.0,20.5,223201.0,219785.0
17,630,0,0,2442,1.0,1.0,4.0,4442024.19,2202731.415,12.0,11.0,11.5,137578.0,134451.0
21,632,0,0,2454,2.0,2.0,3.0,10552908.81,3536636.27,10.0,10.0,10.0,336844.0,336844.0
15,633,0,0,2455,3.0,3.0,4.0,10239346.13,2571586.5325,26.0,18.0,24.0,237095.0,174620.0
12,635,0,0,2473,2.0,2.0,2.0,6046527.29,3028263.645,3.0,3.0,3.0,214163.0,214163.0
20,636,0,0,2483,1.0,1.0,3.0,4645491.53,1558497.17666667,8.0,8.0,8.0,178851.0,178851.0
18,637,0,0,2486,1.0,1.0,2.0,4594506.9,2310753.45,32.0,32.0,32.0,169539.0,169539.0
6,640,0,0,2546,1.0,1.0,3.0,5669763.84,3788842.56,3.0,3.0,3.0,115600.0,115600.0
19,641,0,0,2554,5.0,5.0,2.0,3739870.04,1875185.02,7.0,7.0,7.0,153000.0,153000.0
11,642,0,0,2571,1.0,1.0,3.0,10626795.52,3554598.50666667,18.0,18.0,18.0,227901.0,227901.0
18,230,0,0,2583,3.0,3.0,2.0,5275395.5,2642697.75,6.0,6.0,6.0,143977.0,143977.0
2,643,0,0,2598,1.0,1.0,6.0,10315725.63,1765993.755,27.0,27.0,27.0,138875.0,98445.0
22,643,0,1,2598,1.0,1.0,6.0,10315725.63,1765993.755,27.0,27.0,27.0,138875.0,98445.0
13,644,0,0,2601,1.0,1.0,5.0,7850167.92,3061257.04,15.0,2.0,9.8,287759.0,218338.0
10,645,0,0,2606,1.0,1.0,5.0,6122917.71,1228583.542,16.0,11.0,12.0,154006.0,152774.0
13,235,0,0,2620,1.0,1.0,3.0,8426478.22,2821159.40666667,9.0,9.0,9.0,172464.0,172464.0
22,646,0,1,2637,1.0,1.0,3.0,9664688.55,3231562.85,12.0,12.0,12.0,210592.0,210592.0
23,241,0,0,2668,1.0,1.0,3.0,6048848.1,2022949.36666667,15.0,12.0,14.0,211904.0,183774.0
9,648,0,0,2683,1.0,1.0,3.0,5205268.39,1747422.79666667,22.0,22.0,22.0,164639.0,164639.0
11,648,0,0,2683,1.0,1.0,3.0,5205268.39,1747422.79666667,22.0,22.0,22.0,164639.0,164639.0
15,651,0,0,2724,2.0,2.0,3.0,4687606.96,1572535.65333333,9.0,9.0,9.0,183214.0,183214.0
15,652,0,0,2734,2.0,2.0,3.0,8319164.81,2785388.27,10.0,10.0,10.0,229538.0,229538.0
16,656,0,0,2810,1.0,1.0,3.0,6561611.51,2200537.17,14.0,14.0,14.0,259853.0,259853.0
5,659,0,0,2852,1.0,1.0,3.0,3984247.61,1334749.20333333,2.0,1.0,1.6666666666666667,183488.0,172354.0
24,660,0,0,2857,4.0,4.0,4.0,10255332.91,2575583.2275,11.0,8.0,10.25,176693.0,170563.0
14,661,0,0,2877,1.0,1.0,3.0,8070679.4,2702559.8,18.0,18.0,18.0,167618.0,167618.0
3,662,0,0,2897,1.0,1.0,2.0,5475029.2,2762514.6,8.0,8.0,8.0,144031.0,144031.0
4,663,0,0,2911,1.0,1.0,3.0,7610004.24,2549001.41333333,6.0,6.0,6.0,156369.0,156369.0
8,665,0,0,2926,1.0,1.0,3.0,5834039.15,3892692.76666667,5.0,5.0,5.0,137698.0,137698.0
19,667,0,0,2941,2.0,2.0,3.0,6252170.67,2096390.22333333,23.0,23.0,23.0,189720.0,189720.0
24,668,0,0,2958,1.0,1.0,2.0,4865994.75,2437997.375,8.0,8.0,8.0,149974.0,149974.0
1,670,0,0,2988,1.0,1.0,2.0,7933241.82,3971870.91,7.0,7.0,7.0,157409.0,157409.0
17,673,0,0,3032,1.0,1.0,4.0,9235891.77,2321472.9425,24.0,15.0,17.25,257679.0,244300.0
6,674,0,0,3034,1.0,1.0,3.0,4207255.75,1414751.91666667,19.0,19.0,19.0,173465.0,173465.0
24,676,0,0,3051,3.0,3.0,3.0,10599524.59,3545508.19666667,25.0,25.0,25.0,209134.0,209134.0
13,677,0,0,3056,1.0,1.0,2.0,3583476.76,1796738.38,1.0,1.0,1.0,172520.08,172520.08
23,678,0,0,3087,1.0,1.0,3.0,14350881.45,4795960.48333333,4.0,4.0,4.0,256708.0,256708.0
16,679,0,0,3091,1.0,1.0,3.0,5510896.88,1846965.62666667,12.0,12.0,12.0,178450.0,178450.0
19,681,0,0,3128,4.0,4.0,3.0,11544121.69,3868040.56333333,1.0,1.0,1.0,415971.0,415971.0
21,681,0,0,3128,4.0,4.0,3.0,11544121.69,3868040.56333333,1.0,1.0,1.0,415971.0,415971.0
20,683,0,0,3137,1.0,1.0,2.0,8488562.16,4249281.08,4.0,4.0,4.0,148136.0,148136.0
12,685,0,0,3157,1.0,1.0,3.0,4309055.86,1446018.62,10.0,10.0,10.0,172828.0,172828.0
20,686,0,0,3162,4.0,4.0,6.0,11394970.5,3786851.82166667,17.0,12.0,14.5,215691.0,149916.0
10,687,0,0,3166,1.0,1.0,2.0,1825799.3,917899.65,3.0,3.0,3.0,76600.0,76600.0
22,689,0,0,3185,1.0,1.0,3.0,12666626.98,4232208.99333333,11.0,11.0,11.0,209714.0,209714.0
18,690,0,0,3192,1.0,1.0,3.0,6981356.64,2337118.88,10.0,10.0,10.0,167199.0,167199.0
13,691,0,0,3195,1.0,1.0,3.0,14448254.22,4835084.74,11.0,11.0,11.0,290312.0,290312.0
14,288,0,0,3202,2.0,2.0,3.0,3673291.91,2457861.27333333,11.0,11.0,11.0,235252.0,235252.0
21,693,0,0,3214,1.0,1.0,6.0,10982607.28,3113726.43333333,18.0,5.0,11.5,270463.0,217727.0
21,694,0,0,3222,3.0,3.0,7.0,10969334.13,3622475.44,8.0,6.0,6.857142857142857,290342.0,265059.0
8,696,0,0,3288,1.0,1.0,3.0,6517988.46,2184996.15333333,11.0,11.0,11.0,221157.0,221157.0
15,696,0,0,3288,1.0,1.0,4.0,7025141.53,3395032.4975,11.0,11.0,11.0,221157.0,221157.0
14,697,0,0,3298,2.0,2.0,4.0,5340811.78,2623657.52,7.0,6.0,6.5,151017.0,142974.0
10,698,0,0,3306,1.0,1.0,3.0,8438933.74,2825311.24666667,8.0,8.0,8.0,173600.0,173600.0
21,700,0,0,3326,1.0,1.0,3.0,6584732.43,2208244.14333333,20.0,20.0,20.0,261823.0,261823.0
10,702,0,0,3365,1.0,1.0,3.0,14638928.41,4898642.80333333,17.0,17.0,17.0,365958.0,365958.0
13,703,0,0,3368,1.0,1.0,3.0,4295252.52,1441750.84,1.0,1.0,1.0,181389.0,181389.0
21,704,0,1,3369,2.0,2.0,3.0,8109062.54,2713020.84666667,11.0,11.0,11.0,170846.0,170846.0
23,706,0,0,3386,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,306,0,0,3396,1.0,1.0,2.0,4535284.34,2272642.17,7.0,7.0,7.0,168357.0,168357.0
13,707,0,0,3397,1.0,1.0,3.0,3965045.87,1331348.62333333,2.0,2.0,2.0,174447.0,174447.0
24,708,0,0,3419,2.0,2.0,3.0,12399606.58,4149868.86,8.0,8.0,8.0,164813.0,164813.0
21,710,0,0,3425,2.0,2.0,4.0,13277413.93,3336853.4825,4.0,4.0,4.0,348174.0,239365.0
16,712,0,0,3432,1.0,1.0,3.0,9907135.46,3312378.48666667,10.0,10.0,10.0,265599.0,265599.0
23,713,0,0,3433,2.0,2.0,3.0,13141564.69,4390521.56333333,2.0,2.0,2.0,144878.0,144878.0
13,715,0,0,3440,1.0,1.0,6.0,9398546.89,3071837.845,6.0,2.0,2.6666666666666665,169407.0,163846.0
2,716,0,0,3445,1.0,1.0,2.0,5870302.22,2948651.11,13.0,13.0,13.0,101738.34,101738.34
14,716,0,0,3445,1.0,1.0,3.0,5870302.22,3922534.81333333,13.0,13.0,13.0,101738.34,101738.34
17,718,0,0,3493,1.0,1.0,3.0,10905738.85,3645246.28333333,7.0,7.0,7.0,163716.0,163716.0
14,720,0,0,3513,3.0,3.0,3.0,7036194.41,2358731.47,13.0,13.0,13.0,253690.0,253690.0
19,319,0,0,3521,3.0,3.0,4.0,12579344.49,3166586.1225,14.0,12.0,13.5,309561.0,237816.0
6,321,0,0,3526,1.0,1.0,3.0,6499681.29,2178893.76333333,13.0,13.0,13.0,185394.0,185394.0
15,727,0,0,3557,1.0,1.0,3.0,4063179.88,1364393.29333333,1.0,1.0,1.0,188923.0,188923.0
13,728,0,0,3558,2.0,2.0,6.0,6029972.73,3934566.37666667,33.0,33.0,33.0,164206.0,157600.0
23,729,0,0,3569,1.0,1.0,2.0,5672831.98,2841665.99,7.0,7.0,7.0,172089.0,172089.0
22,730,0,1,3592,1.0,1.0,5.0,15676665.9,3145333.18,15.0,2.0,11.8,258224.0,248160.0
